"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, High Needs (F/R, EL or SWD)"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"District","District Code","School","SchoolCode","High Needs (F/R, EL or SWD)","Total Numberof Students","Total NumberTested","ParticipationRate","Total Number with Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","Count","%","AverageSS"
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","Y",56,56,100.0,56,"*","*","*","*","*","*","*","*",0,0.0,"*","*",194
"New Haven School District","=""0930011""","Clinton Avenue School","=""0930611""","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Hill Central Music Academy","=""0930711""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"New Haven School District","=""0930011""","John S. Martinez School","=""0930811""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","Y",23,23,100.0,23,"*","*","*","*","*","*","*","*",0,0.0,"*","*",203
"New Haven School District","=""0930011""","Davis 21st Century Magnet Elementary School","=""0930911""","N",30,30,100.0,30,"*","*","*","*","*","*","*","*","*","*","*","*",256
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","Y",37,37,100.0,37,"*","*","*","*",13,35.1,6,16.2,0,0.0,6,16.2,211
"New Haven School District","=""0930011""","Ross/Woodward School","=""0931011""","N",30,30,100.0,30,"*","*","*","*",10,33.3,10,33.3,"*","*","*","*",235
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","Y",39,39,100.0,39,"*","*","*","*","*","*","*","*","*","*","*","*",238
"New Haven School District","=""0930011""","John C. Daniels","=""0931311""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","Y",36,35,97.2,35,"*","*","*","*","*","*","*","*",0,0.0,"*","*",192
"New Haven School District","=""0930011""","Augusta Lewis Troup School","=""0931511""","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","Y",83,82,98.8,82,"*","*","*","*","*","*","*","*",0,0.0,"*","*",181
"New Haven School District","=""0930011""","Fair Haven School","=""0931611""","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","Y",37,37,100.0,37,"*","*","*","*","*","*","*","*","*","*","*","*",211
"New Haven School District","=""0930011""","Benjamin Jepson Magnet School","=""0931811""","N",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","Y",24,24,100.0,24,0,0.0,"*","*","*","*",8,33.3,"*","*","*","*",239
"New Haven School District","=""0930011""","Mauro-Sheridan Magnet School","=""0931911""","N",23,23,100.0,23,0,0.0,"*","*","*","*",9,39.1,"*","*","*","*",279
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"New Haven School District","=""0930011""","Lincoln-Bassett School","=""0932011""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","Y",38,38,100.0,38,"*","*","*","*","*","*","*","*","*","*","*","*",202
"New Haven School District","=""0930011""","Katherine Brennan/Clarence Rogers School","=""0932111""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Truman School","=""0932911""","Y",59,58,98.3,58,"*","*","*","*","*","*","*","*",0,0.0,"*","*",198
"New Haven School District","=""0930011""","Truman School","=""0932911""","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","Y",32,32,100.0,32,"*","*","*","*","*","*","*","*","*","*","*","*",200
"New Haven School District","=""0930011""","King/Robinson Magnet School","=""0933011""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","Y",52,52,100.0,52,"*","*","*","*","*","*","*","*","*","*","*","*",221
"New Haven School District","=""0930011""","Conte/West Hills Magnet School","=""0933111""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","Y",37,37,100.0,37,"*","*","*","*","*","*","*","*",0,0.0,"*","*",200
"New Haven School District","=""0930011""","Wexler/Grant Community School","=""0933211""","N",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Worthington Hooker School","=""0933811""","N",39,39,100.0,39,"*","*",0,0.0,"*","*","*","*","*","*","*","*",301
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","Y",42,42,100.0,42,"*","*","*","*","*","*","*","*",0,0.0,"*","*",218
"New Haven School District","=""0930011""","Columbus Family Academy","=""0934111""","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","Y","*","*","*","*","*","*","*","*","*","*","*","*",0,0.0,"*","*","*"
"New Haven School District","=""0930011""","Clemente Leadership Academy","=""0934211""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","Y",35,34,97.1,34,"*","*","*","*","*","*","*","*",0,0.0,"*","*",215
"New Haven School District","=""0930011""","Bishop Woods School","=""0934311""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","Y",35,35,100.0,35,"*","*","*","*","*","*","*","*",0,0.0,"*","*",208
"New Haven School District","=""0930011""","East Rock Community Magnet School","=""0934611""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","Y",31,30,96.8,30,"*","*","*","*","*","*","*","*","*","*","*","*",211
"New Haven School District","=""0930011""","Celentano BioTech, Health and Medical Magnet School","=""0934811""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","Y",51,51,100.0,51,8,15.7,"*","*",16,31.4,6,11.8,"*","*","*","*",216
"New Haven School District","=""0930011""","Betsy Ross Arts Magnet School","=""0935511""","N",49,49,100.0,49,9,18.4,"*","*",9,18.4,17,34.7,"*","*","*","*",248
"New London School District","=""0950011""","Jennings School","=""0950311""","Y",78,78,100.0,78,"*","*","*","*","*","*","*","*","*","*","*","*",206
"New London School District","=""0950011""","Jennings School","=""0950311""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","Y",67,66,98.5,66,"*","*","*","*","*","*","*","*","*","*","*","*",237
"New London School District","=""0950011""","Winthrop STEM Elementary Magnet School","=""0950811""","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","Y",82,81,98.8,81,"*","*","*","*","*","*","*","*","*","*","*","*",230
"New London School District","=""0950011""","Nathan Hale Arts Magnet School","=""0950911""","N",8,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New London School District","=""0950011""","Bennie Dover Jackson Middle School","=""0955111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","Y",104,103,99.0,103,"*","*",15,14.6,27,26.2,39,37.9,"*","*","*","*",236
"New Milford School District","=""0960011""","Sarah Noble Intermediate School","=""0960911""","N",230,229,99.6,229,"*","*","*","*",49,21.4,118,51.5,54,23.6,172,75.1,273
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","Y",54,54,100.0,54,"*","*","*","*",18,33.3,20,37.0,"*","*","*","*",240
"Newington School District","=""0940011""","Martin Kellogg Middle School","=""0945111""","N",92,92,100.0,92,0,0.0,"*","*",17,18.5,52,56.5,"*","*","*","*",272
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","Y",51,51,100.0,51,"*","*","*","*",14,27.5,17,33.3,6,11.8,23,45.1,242
"Newington School District","=""0940011""","John Wallace Middle School","=""0945311""","N",110,110,100.0,110,"*","*","*","*",24,21.8,51,46.4,29,26.4,80,72.7,272
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","Y",62,62,100.0,62,"*","*",12,19.4,19,30.6,23,37.1,"*","*","*","*",237
"Newtown School District","=""0970011""","Reed Intermediate School","=""0970511""","N",277,276,99.6,276,0,0.0,"*","*",34,12.3,176,63.8,"*","*","*","*",276
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norfolk School District","=""0980011""","Botelle Elementary School","=""0980111""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","Y",37,37,100.0,37,"*","*","*","*",10,27.0,15,40.5,0,0.0,15,40.5,235
"North Branford School District","=""0990011""","Totoket Valley Elementary School","=""0990611""","N",106,106,100.0,106,"*","*","*","*",21,19.8,59,55.7,19,17.9,78,73.6,267
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","Y",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Canaan School District","=""1000011""","North Canaan Elementary School","=""1000111""","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","Y",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Montowese Elementary School","=""1010211""","N",45,44,97.8,44,0,0.0,"*","*","*","*","*","*","*","*","*","*",273
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Ridge Road Elementary School","=""1010311""","N",45,45,100.0,45,0,0.0,"*","*","*","*","*","*","*","*","*","*",273
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Green Acres Elementary School","=""1010711""","N",42,42,100.0,42,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",287
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Haven School District","=""1010011""","Clintonville Elementary School","=""1010811""","N",40,40,100.0,40,"*","*","*","*","*","*","*","*","*","*","*","*",247
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"North Stonington School District","=""1020011""","North Stonington Elementary School","=""1020111""","N",50,49,98.0,49,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",309
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","Y",48,48,100.0,48,"*","*","*","*","*","*","*","*","*","*","*","*",233
"Norwalk School District","=""1030011""","Brookside Elementary School","=""1030211""","N",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","Y",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Columbus Magnet School","=""1030311""","N",25,25,100.0,25,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",289
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","Y",33,33,100.0,33,6,18.2,"*","*","*","*",12,36.4,"*","*","*","*",235
"Norwalk School District","=""1030011""","Cranbury Elementary School","=""1030411""","N",34,34,100.0,34,0,0.0,"*","*","*","*",18,52.9,"*","*","*","*",282
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","Y",79,78,98.7,78,"*","*","*","*","*","*",29,37.2,8,10.3,37,47.4,242
"Norwalk School District","=""1030011""","Jefferson Magnet School","=""1030711""","N",26,26,100.0,26,"*","*","*","*","*","*",15,57.7,7,26.9,22,84.6,275
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","Y",71,71,100.0,71,"*","*","*","*","*","*","*","*","*","*","*","*",228
"Norwalk School District","=""1030011""","Kendall Elementary School","=""1030811""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","Y",28,28,100.0,28,"*","*","*","*","*","*",10,35.7,"*","*","*","*",226
"Norwalk School District","=""1030011""","Rowayton School","=""1031311""","N",45,45,100.0,45,0,0.0,"*","*","*","*",21,46.7,"*","*","*","*",291
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","Y",40,39,97.5,39,8,20.5,"*","*","*","*",14,35.9,"*","*","*","*",226
"Norwalk School District","=""1030011""","Tracey School","=""1031411""","N",23,23,100.0,23,0,0.0,"*","*","*","*",9,39.1,"*","*","*","*",275
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","Y",31,31,100.0,31,"*","*","*","*","*","*",10,32.3,0,0.0,10,32.3,229
"Norwalk School District","=""1030011""","Fox Run Elementary School","=""1032011""","N",35,35,100.0,35,0,0.0,"*","*","*","*",16,45.7,14,40.0,30,85.7,284
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","Y",28,28,100.0,28,"*","*","*","*","*","*",10,35.7,0,0.0,10,35.7,235
"Norwalk School District","=""1030011""","Naramake Elementary School","=""1032111""","N",30,30,100.0,30,0,0.0,0,0.0,"*","*",21,70.0,"*","*","*","*",274
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","Y",36,36,100.0,36,"*","*","*","*",11,30.6,13,36.1,0,0.0,13,36.1,224
"Norwalk School District","=""1030011""","Marvin Elementary School","=""1032211""","N",35,35,100.0,35,"*","*","*","*",11,31.4,13,37.1,8,22.9,21,60.0,262
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","Y",61,61,100.0,61,"*","*","*","*","*","*","*","*","*","*","*","*",217
"Norwalk School District","=""1030011""","Silvermine Elementary School","=""1032311""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","Y",28,28,100.0,28,"*","*","*","*","*","*","*","*","*","*","*","*",228
"Norwalk School District","=""1030011""","Wolfpit School","=""1032411""","N",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","IRS Program at Uncas","=""1040711""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","Y",28,27,96.4,27,"*","*","*","*","*","*",9,33.3,"*","*","*","*",226
"Norwich School District","=""1040011""","Samuel Huntington School","=""1040811""","N",25,25,100.0,25,0,0.0,"*","*","*","*",14,56.0,"*","*","*","*",276
"Norwich School District","=""1040011""","IRS Program at Moriarty","=""1040911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","Y",55,55,100.0,55,"*","*","*","*","*","*","*","*","*","*","*","*",228
"Norwich School District","=""1040011""","John B. Stanton Network School","=""1041411""","N",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Wequonnoc Magnet School","=""1041511""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","Y",26,26,100.0,26,"*","*","*","*","*","*","*","*","*","*","*","*",256
"Norwich School District","=""1040011""","Thomas W. Mahan School","=""1041711""","N",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""","Y",49,49,100.0,49,"*","*","*","*","*","*","*","*",0,0.0,"*","*",214
"Norwich School District","=""1040011""","Veterans' Memorial School","=""1041811""","N",7,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Uncas Network School","=""1041911""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","Y",56,56,100.0,56,"*","*","*","*","*","*","*","*","*","*","*","*",238
"Norwich School District","=""1040011""","Moriarty Magnet School","=""1042011""","N",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Odyssey Community School District","=""2630013""","Odyssey Community School","=""2635113""","N",24,24,100.0,24,"*","*","*","*","*","*","*","*","*","*","*","*",256
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""","Y",22,22,100.0,22,"*","*","*","*","*","*",8,36.4,"*","*","*","*",241
"Old Saybrook School District","=""1060011""","Old Saybrook Middle School","=""1065211""","N",68,68,100.0,68,0,0.0,"*","*","*","*",41,60.3,"*","*","*","*",282
"Orange School District","=""1070011""","Race Brook School","=""1070311""","Y",12,12,"*",12,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","Race Brook School","=""1070311""","N",51,50,98.0,50,"*","*","*","*","*","*","*","*","*","*","*","*",292
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","N",40,40,100.0,40,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",299
"Orange School District","=""1070011""","Peck Place School","=""1070511""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Orange School District","=""1070011""","Peck Place School","=""1070511""","N","*","*","*","*",0,0.0,"*","*","*","*","*","*","*","*","*","*","*"
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""","Y",40,40,100.0,40,"*","*","*","*",9,22.5,17,42.5,6,15.0,23,57.5,258
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""","N",133,133,100.0,133,0,0.0,"*","*","*","*",65,48.9,50,37.6,115,86.5,288
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""","Y",93,92,98.9,92,13,14.1,"*","*",25,27.2,29,31.5,"*","*","*","*",236
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""","N",70,70,100.0,70,0,0.0,"*","*",18,25.7,41,58.6,"*","*","*","*",266
"Plainville School District","=""1100011""","Linden Street School","=""1100211""","Y",29,29,100.0,29,"*","*","*","*",9,31.0,13,44.8,"*","*","*","*",243
"Plainville School District","=""1100011""","Linden Street School","=""1100211""","N",44,44,100.0,44,"*","*","*","*",8,18.2,23,52.3,"*","*","*","*",270
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""","N",25,25,100.0,25,0,0.0,"*","*","*","*","*","*","*","*","*","*",279
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""","N",33,33,100.0,33,0,0.0,"*","*","*","*","*","*","*","*","*","*",267
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""","Y",23,23,100.0,23,"*","*",0,0.0,"*","*",7,30.4,7,30.4,14,60.9,268
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""","N",33,33,100.0,33,0,0.0,0,0.0,"*","*",19,57.6,"*","*","*","*",286
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""","N",35,35,100.0,35,"*","*","*","*","*","*","*","*","*","*","*","*",256
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""","N",36,36,100.0,36,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",290
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""","Y",33,32,97.0,32,"*","*","*","*",7,21.9,15,46.9,"*","*","*","*",247
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""","N",81,81,100.0,81,"*","*","*","*",10,12.3,46,56.8,"*","*","*","*",279
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""","N",29,28,96.6,28,"*","*","*","*","*","*","*","*","*","*","*","*",277
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""","Y",56,55,98.2,55,13,23.6,"*","*",15,27.3,12,21.8,"*","*","*","*",222
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""","N",36,33,91.7,33,0,0.0,"*","*",7,21.2,21,63.6,"*","*","*","*",268
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","Y",8,7,"*",7,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","N",91,89,97.8,89,"*","*",0,0.0,"*","*","*","*","*","*","*","*",297
"Regional School District 01","=""2010012""","SELC","=""2010312""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","Y",9,8,"*",8,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","N",16,16,"*",16,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","Y",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","N",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""","Y",26,26,100.0,26,"*","*",8,30.8,"*","*",10,38.5,"*","*","*","*",234
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""","N",158,157,99.4,157,0,0.0,7,4.5,"*","*",98,62.4,"*","*","*","*",270
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""","N","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""","Y",33,32,97.0,32,"*","*","*","*",9,28.1,11,34.4,7,21.9,18,56.3,260
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""","N",106,106,100.0,106,0,0.0,"*","*","*","*",56,52.8,36,34.0,92,86.8,282
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""","N",42,42,100.0,42,0,0.0,"*","*","*","*","*","*","*","*","*","*",283
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""","Y",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""","N",55,55,100.0,55,"*","*","*","*","*","*","*","*","*","*","*","*",282
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""","Y",13,13,"*",13,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""","N",56,56,100.0,56,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",287
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","Y","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","N","*","*","*","*",0,0.0,0,0.0,"*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""","Y",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""","N",58,58,100.0,58,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",296
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""","Y",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""","N",63,63,100.0,63,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",297
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""","Y",17,17,"*",17,"*","*","*","*","*","*","*","*","*","*","*","*","*"
