"CMT/CAPT Science Assessment, 2015-16"
"All Districts, Grade 5, Gender"

"",,,,,,,,,"Below Basic",,"Basic",,"Proficient",,"Goal",,"Advanced",,"At or Above Goal",,""
"District","District Code","School","SchoolCode","Gender","Total Numberof Students","Total NumberTested","ParticipationRate","Total Number with Scored Tests","Count","%","Count","%","Count","%","Count","%","Count","%","Count","%","AverageSS"
"Orange School District","=""1070011""","Turkey Hill School","=""1070411""","M",28,28,100.0,28,"*","*",0,0.0,"*","*","*","*","*","*","*","*",290
"Orange School District","=""1070011""","Peck Place School","=""1070511""","F",31,31,100.0,31,0,0.0,"*","*","*","*",19,61.3,9,29.0,28,90.3,284
"Orange School District","=""1070011""","Peck Place School","=""1070511""","M",31,31,100.0,31,0,0.0,"*","*","*","*",16,51.6,10,32.3,26,83.9,285
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""","F",89,89,100.0,89,"*","*","*","*",17,19.1,40,44.9,26,29.2,66,74.2,279
"Oxford School District","=""1080011""","Oxford Center School","=""1080111""","M",84,84,100.0,84,0,0.0,"*","*","*","*",42,50.0,30,35.7,72,85.7,284
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""","F",43,43,100.0,43,"*","*",11,25.6,10,23.3,14,32.6,"*","*","*","*",230
"Park City Prep Charter School District","=""2830013""","Park City Prep Charter School","=""2835113""","M",50,50,100.0,50,15,30.0,13,26.0,11,22.0,"*","*","*","*",11,22.0,213
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""","F",79,78,98.7,78,"*","*",13,16.7,19,24.4,35,44.9,"*","*","*","*",250
"Plainfield School District","=""1090011""","Plainfield Memorial School","=""1090311""","M",84,84,100.0,84,"*","*","*","*",24,28.6,35,41.7,8,9.5,43,51.2,248
"Plainville School District","=""1100011""","Linden Street School","=""1100211""","F",35,35,100.0,35,"*","*","*","*",9,25.7,16,45.7,"*","*","*","*",254
"Plainville School District","=""1100011""","Linden Street School","=""1100211""","M",38,38,100.0,38,"*","*","*","*",8,21.1,20,52.6,"*","*","*","*",265
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Plainville School District","=""1100011""","Frank T. Wheeler School","=""1100411""","M",27,27,100.0,27,0,0.0,"*","*","*","*","*","*","*","*","*","*",269
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""","F",26,26,100.0,26,"*","*","*","*","*","*",15,57.7,"*","*","*","*",255
"Plainville School District","=""1100011""","Louis Toffolon School","=""1100511""","M",26,26,100.0,26,"*","*","*","*","*","*",18,69.2,"*","*","*","*",262
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""","F",27,27,100.0,27,0,0.0,0,0.0,"*","*",16,59.3,"*","*","*","*",287
"Plymouth School District","=""1110011""","Plymouth Center School","=""1110211""","M",29,29,100.0,29,"*","*",0,0.0,"*","*",10,34.5,9,31.0,19,65.5,271
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""","F",29,29,100.0,29,"*","*","*","*","*","*",13,44.8,"*","*","*","*",243
"Plymouth School District","=""1110011""","Harry S. Fisher Elementary School","=""1110411""","M",21,21,100.0,21,"*","*","*","*","*","*",12,57.1,"*","*","*","*",253
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""","F",21,21,100.0,21,0,0.0,"*","*","*","*",10,47.6,8,38.1,18,85.7,286
"Pomfret School District","=""1120011""","Pomfret Community School","=""1120111""","M",32,32,100.0,32,0,0.0,"*","*","*","*",17,53.1,6,18.8,23,71.9,272
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""","F",61,60,98.4,60,"*","*","*","*",7,11.7,30,50.0,15,25.0,45,75.0,269
"Portland School District","=""1130011""","Brownstone Intermediate School","=""1130511""","M",53,53,100.0,53,"*","*","*","*",10,18.9,31,58.5,10,18.9,41,77.4,270
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""","F",22,22,100.0,22,0,0.0,"*","*","*","*","*","*","*","*","*","*",273
"Preston School District","=""1140011""","Preston Veterans' Memorial School","=""1140411""","M",20,19,95.0,19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""","F",48,45,93.8,45,7,15.6,"*","*",12,26.7,13,28.9,"*","*","*","*",239
"Putnam School District","=""1160011""","Putnam Elementary School","=""1160311""","M",44,43,97.7,43,6,14.0,"*","*",10,23.3,20,46.5,"*","*","*","*",239
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","F",54,52,96.3,52,0,0.0,"*","*","*","*",22,42.3,26,50.0,48,92.3,299
"Redding School District","=""1170011""","John Read Middle School","=""1175111""","M",45,44,97.8,44,"*","*","*","*","*","*",25,56.8,14,31.8,39,88.6,287
"Regional School District 01","=""2010012""","SELC","=""2010312""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","F",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Goshen Center School","=""2060112""","M",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","James Morris School","=""2060212""","M",10,10,"*",10,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 06","=""2060012""","Warren Elementary School","=""2060312""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""","F",87,86,98.9,86,"*","*","*","*",16,18.6,46,53.5,13,15.1,59,68.6,261
"Regional School District 10","=""2100012""","Har-Bur Middle School","=""2105112""","M",97,97,100.0,97,"*","*","*","*",13,13.4,62,63.9,15,15.5,77,79.4,268
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","The Burnham School","=""2120112""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Booth Free School","=""2120212""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""","F",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 12","=""2120012""","Washington Primary School","=""2120412""","M",6,6,"*",6,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""","F",73,72,98.6,72,0,0.0,"*","*","*","*",40,55.6,20,27.8,60,83.3,278
"Regional School District 13","=""2130012""","Middlefield Memorial School","=""2130412""","M",66,66,100.0,66,"*","*","*","*",11,16.7,27,40.9,23,34.8,50,75.8,275
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""","F",32,32,100.0,32,0,0.0,0,0.0,"*","*",19,59.4,"*","*","*","*",282
"Regional School District 14","=""2140012""","Bethlehem Elementary School","=""2140112""","M",25,25,100.0,25,0,0.0,"*","*","*","*",14,56.0,"*","*","*","*",268
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""","F",34,34,100.0,34,"*","*",0,0.0,"*","*",16,47.1,8,23.5,24,70.6,269
"Regional School District 14","=""2140012""","Mitchell Elementary School","=""2140212""","M",40,40,100.0,40,"*","*","*","*","*","*",19,47.5,14,35.0,33,82.5,278
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""","F",32,32,100.0,32,0,0.0,0,0.0,"*","*",20,62.5,"*","*","*","*",274
"Regional School District 15","=""2150012""","Gainfield Elementary School","=""2150412""","M",37,37,100.0,37,"*","*","*","*","*","*",20,54.1,"*","*","*","*",285
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","F",42,42,100.0,42,0,0.0,"*","*","*","*",25,59.5,14,33.3,39,92.9,287
"Regional School District 15","=""2150012""","Pomperaug School","=""2150512""","M",22,22,100.0,22,0,0.0,0,0.0,"*","*",14,63.6,"*","*","*","*",293
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""","F",36,36,100.0,36,"*","*",0,0.0,"*","*",18,50.0,14,38.9,32,88.9,293
"Regional School District 15","=""2150012""","Middlebury Elementary School","=""2150612""","M",36,36,100.0,36,"*","*","*","*","*","*",15,41.7,13,36.1,28,77.8,279
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""","F",34,34,100.0,34,"*","*",0,0.0,"*","*",13,38.2,16,47.1,29,85.3,290
"Regional School District 15","=""2150012""","Long Meadow Elementary School","=""2150712""","M",44,44,100.0,44,"*","*","*","*","*","*",22,50.0,15,34.1,37,84.1,283
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""","F",31,31,100.0,31,"*","*","*","*","*","*",15,48.4,12,38.7,27,87.1,288
"Regional School District 16","=""2160012""","Laurel Ledge School","=""2160112""","M",31,30,96.8,30,0,0.0,"*","*","*","*",12,40.0,15,50.0,27,90.0,294
"Regional School District 16","=""2160012""","Prospect Elementary School","=""2160512""","F",66,64,97.0,64,0,0.0,"*","*",20,31.3,30,46.9,"*","*","*","*",256
"Regional School District 16","=""2160012""","Prospect Elementary School","=""2160512""","M",39,39,100.0,39,"*","*","*","*",15,38.5,14,35.9,6,15.4,20,51.3,254
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","F",86,85,98.8,85,"*","*",0,0.0,"*","*",36,42.4,34,40.0,70,82.4,290
"Regional School District 17","=""2170012""","Haddam-Killingworth Middle School","=""2175112""","M",100,99,99.0,99,"*","*","*","*",12,12.1,46,46.5,34,34.3,80,80.8,284
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""","F",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Regional School District 18","=""2180012""","Lyme Consolidated School","=""2180112""","M",21,21,100.0,21,0,0.0,"*","*","*","*","*","*","*","*","*","*",281
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","F",34,34,100.0,34,"*","*",0,0.0,"*","*",17,50.0,15,44.1,32,94.1,288
"Regional School District 18","=""2180012""","Mile Creek School","=""2180212""","M",27,27,100.0,27,"*","*","*","*","*","*",14,51.9,9,33.3,23,85.2,289
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","F",31,31,100.0,31,"*","*",0,0.0,"*","*",10,32.3,15,48.4,25,80.6,293
"Ridgefield School District","=""1180011""","Veterans Park Elementary School","=""1180211""","M",24,24,100.0,24,0,0.0,"*","*","*","*",12,50.0,9,37.5,21,87.5,289
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","F",29,29,100.0,29,0,0.0,"*","*","*","*",8,27.6,18,62.1,26,89.7,309
"Ridgefield School District","=""1180011""","Ridgebury Elementary School","=""1180311""","M",41,41,100.0,41,"*","*","*","*","*","*",12,29.3,24,58.5,36,87.8,297
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","F",28,28,100.0,28,0,0.0,"*","*","*","*",18,64.3,8,28.6,26,92.9,282
"Ridgefield School District","=""1180011""","Farmingville Elementary School","=""1180411""","M",36,36,100.0,36,0,0.0,0,0.0,"*","*",23,63.9,"*","*","*","*",274
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","F",33,33,100.0,33,"*","*","*","*","*","*",9,27.3,21,63.6,30,90.9,303
"Ridgefield School District","=""1180011""","Scotland Elementary School","=""1180511""","M",35,35,100.0,35,0,0.0,"*","*","*","*",11,31.4,20,57.1,31,88.6,305
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","F",50,50,100.0,50,"*","*","*","*","*","*",27,54.0,12,24.0,39,78.0,275
"Ridgefield School District","=""1180011""","Branchville Elementary School","=""1180611""","M",43,43,100.0,43,0,0.0,"*","*","*","*",23,53.5,15,34.9,38,88.4,285
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","F",28,28,100.0,28,0,0.0,0,0.0,"*","*","*","*",15,53.6,"*","*",309
"Ridgefield School District","=""1180011""","Barlow Mountain Elementary School","=""1180811""","M",34,34,100.0,34,"*","*","*","*","*","*",8,23.5,18,52.9,26,76.5,293
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""","F",36,36,100.0,36,"*","*","*","*","*","*",10,27.8,15,41.7,25,69.4,278
"Rocky Hill School District","=""1190011""","Myrtle H. Stevens School","=""1190411""","M",39,38,97.4,38,0,0.0,"*","*","*","*",23,60.5,11,28.9,34,89.5,284
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""","F",37,37,100.0,37,0,0.0,"*","*","*","*",10,27.0,21,56.8,31,83.8,297
"Rocky Hill School District","=""1190011""","West Hill School","=""1190511""","M",32,32,100.0,32,0,0.0,0,0.0,"*","*",16,50.0,"*","*","*","*",285
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""","F",25,25,100.0,25,0,0.0,0,0.0,"*","*",11,44.0,"*","*","*","*",280
"Rocky Hill School District","=""1190011""","Albert D. Griswold Middle School","=""1195111""","M",21,21,100.0,21,0,0.0,"*","*",7,33.3,8,38.1,"*","*","*","*",261
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","F",28,28,100.0,28,"*","*","*","*","*","*",11,39.3,12,42.9,23,82.1,286
"Salem School District","=""1210011""","Salem Elementary School","=""1210111""","M",27,27,100.0,27,0,0.0,"*","*","*","*",13,48.1,12,44.4,25,92.6,294
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Salisbury School District","=""1220011""","Salisbury Central School","=""1220111""","M",9,9,"*",9,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","F","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Scotland School District","=""1230011""","Scotland Elementary School","=""1230111""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Seymour School District","=""1240011""","Bungay School","=""1240111""","F",38,38,100.0,38,0,0.0,"*","*","*","*",18,47.4,7,18.4,25,65.8,261
"Seymour School District","=""1240011""","Bungay School","=""1240111""","M",41,41,100.0,41,"*","*","*","*",8,19.5,19,46.3,6,14.6,25,61.0,256
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""","F",43,43,100.0,43,"*","*","*","*",8,18.6,21,48.8,10,23.3,31,72.1,268
"Seymour School District","=""1240011""","Chatfield-LoPresti School","=""1240211""","M",52,52,100.0,52,"*","*","*","*",16,30.8,20,38.5,8,15.4,28,53.8,254
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""","F",14,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sharon School District","=""1250011""","Sharon Center School","=""1250111""","M",6,"*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""","F",179,178,99.4,178,"*","*","*","*",28,15.7,84,47.2,50,28.1,134,75.3,273
"Shelton School District","=""1260011""","Perry Hill Elementary School","=""1261111""","M",190,190,100.0,190,"*","*","*","*",25,13.2,79,41.6,59,31.1,138,72.6,273
"Sherman School District","=""1270011""","Sherman School","=""1270111""","F",16,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sherman School District","=""1270011""","Sherman School","=""1270111""","M",21,21,100.0,21,"*","*","*","*","*","*","*","*","*","*","*","*",264
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""","F",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Side By Side Charter School District","=""2700013""","Side By Side Charter School","=""2700113""","M",11,11,"*",11,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Central School","=""1280111""","F",29,29,100.0,29,0,0.0,0,0.0,"*","*",20,69.0,"*","*","*","*",286
"Simsbury School District","=""1280011""","Central School","=""1280111""","M",28,28,100.0,28,"*","*","*","*","*","*",15,53.6,9,32.1,24,85.7,289
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","F",15,15,"*",15,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Simsbury School District","=""1280011""","Tariffville School","=""1280311""","M",21,21,100.0,21,0,0.0,0,0.0,"*","*","*","*","*","*","*","*",319
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","F",22,22,100.0,22,0,0.0,0,0.0,"*","*",12,54.5,"*","*","*","*",292
"Simsbury School District","=""1280011""","Tootin' Hills School","=""1280411""","M",25,25,100.0,25,"*","*","*","*","*","*",11,44.0,10,40.0,21,84.0,290
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","F",36,34,94.4,34,"*","*","*","*","*","*",16,47.1,10,29.4,26,76.5,279
"Simsbury School District","=""1280011""","Latimer Lane School","=""1280611""","M",27,27,100.0,27,0,0.0,"*","*","*","*",11,40.7,11,40.7,22,81.5,291
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""","F",46,46,100.0,46,0,0.0,"*","*","*","*",20,43.5,21,45.7,41,89.1,296
"Simsbury School District","=""1280011""","Squadron Line School","=""1280711""","M",42,42,100.0,42,"*","*",0,0.0,"*","*",20,47.6,19,45.2,39,92.9,295
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","F",48,47,97.9,47,0,0.0,"*","*","*","*",22,46.8,19,40.4,41,87.2,286
"Somers School District","=""1290011""","Somers Elementary School","=""1290411""","M",55,55,100.0,55,0,0.0,"*","*","*","*",22,40.0,25,45.5,47,85.5,295
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","F",43,41,95.3,41,0,0.0,"*","*","*","*",23,56.1,13,31.7,36,87.8,281
"South Windsor School District","=""1320011""","Pleasant Valley School","=""1320211""","M",33,33,100.0,33,0,0.0,0,0.0,"*","*",13,39.4,13,39.4,26,78.8,284
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","F",34,34,100.0,34,"*","*","*","*","*","*",12,35.3,15,44.1,27,79.4,291
"South Windsor School District","=""1320011""","Philip R. Smith School","=""1320111""","M",42,42,100.0,42,"*","*","*","*","*","*",20,47.6,12,28.6,32,76.2,275
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","F",26,25,96.2,25,0,0.0,"*","*","*","*",17,68.0,6,24.0,23,92.0,286
"South Windsor School District","=""1320011""","Wapping Elementary School","=""1320411""","M",21,21,100.0,21,"*","*","*","*","*","*",8,38.1,7,33.3,15,71.4,277
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","F",28,28,100.0,28,"*","*","*","*","*","*",12,42.9,9,32.1,21,75.0,283
"South Windsor School District","=""1320011""","Orchard Hill School","=""1320611""","M",32,31,96.9,31,0,0.0,"*","*","*","*",13,41.9,13,41.9,26,83.9,289
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","F",28,28,100.0,28,"*","*","*","*","*","*",17,60.7,"*","*","*","*",264
"South Windsor School District","=""1320011""","Eli Terry School","=""1320711""","M",33,33,100.0,33,"*","*","*","*","*","*",16,48.5,"*","*","*","*",278
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","F",30,30,100.0,30,0,0.0,"*","*","*","*",15,50.0,8,26.7,23,76.7,277
"Southington School District","=""1310011""","Hatton Elementary School","=""1310211""","M",40,40,100.0,40,"*","*","*","*","*","*",25,62.5,9,22.5,34,85.0,276
"Southington School District","=""1310011""","Language Based Classroom","=""1310411""","M","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","F",30,30,100.0,30,0,0.0,"*","*","*","*","*","*","*","*","*","*",271
"Southington School District","=""1310011""","Plantsville Elementary School","=""1310611""","M",19,19,"*",19,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","F",23,23,100.0,23,0,0.0,"*","*","*","*","*","*",0,0.0,"*","*",246
"Southington School District","=""1310011""","South End Elementary School","=""1310711""","M",18,18,"*",18,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","F",28,27,96.4,27,0,0.0,"*","*","*","*",17,63.0,6,22.2,23,85.2,277
"Southington School District","=""1310011""","Strong Elementary School","=""1310811""","M",29,29,100.0,29,0,0.0,0,0.0,"*","*",14,48.3,"*","*","*","*",284
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","F",39,39,100.0,39,0,0.0,"*","*","*","*",21,53.8,7,17.9,28,71.8,264
"Southington School District","=""1310011""","Thalberg Elementary School","=""1310911""","M",47,47,100.0,47,"*","*","*","*",7,14.9,26,55.3,8,17.0,34,72.3,265
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","F",21,21,100.0,21,0,0.0,"*","*","*","*",9,42.9,9,42.9,18,85.7,298
"Southington School District","=""1310011""","Flanders Elementary School","=""1311311""","M",33,32,97.0,32,"*","*","*","*","*","*",13,40.6,13,40.6,26,81.3,285
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","F",35,35,100.0,35,"*","*","*","*","*","*",22,62.9,"*","*","*","*",267
"Southington School District","=""1310011""","Urbin T. Kelley School","=""1311411""","M",32,31,96.9,31,0,0.0,"*","*","*","*",17,54.8,"*","*","*","*",284
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","F",69,69,100.0,69,"*","*","*","*","*","*",26,37.7,24,34.8,50,72.5,270
"Southington School District","=""1310011""","Derynoski Elementary School","=""1311511""","M",52,51,98.1,51,"*","*","*","*","*","*",28,54.9,15,29.4,43,84.3,280
"Sprague School District","=""1330011""","Sayles School","=""1330111""","F",14,14,"*",14,"*","*","*","*","*","*","*","*","*","*","*","*","*"
"Sprague School District","=""1330011""","Sayles School","=""1330111""","M",21,21,100.0,21,0,0.0,"*","*","*","*","*","*","*","*","*","*",277
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","F",50,50,100.0,50,0,0.0,"*","*",15,30.0,28,56.0,"*","*","*","*",256
"Stafford School District","=""1340011""","Stafford Elementary School","=""1340611""","M",62,62,100.0,62,"*","*","*","*",11,17.7,32,51.6,"*","*","*","*",256
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""","F",33,33,100.0,33,0,0.0,"*","*",7,21.2,14,42.4,"*","*","*","*",245
"Stamford School District","=""1350011""","K. T. Murphy School","=""1350511""","M",28,28,100.0,28,"*","*","*","*",8,28.6,7,25.0,"*","*","*","*",234
"Stamford School District","=""1350011""","Newfield School","=""1350611""","F",43,43,100.0,43,"*","*","*","*",7,16.3,16,37.2,11,25.6,27,62.8,259
"Stamford School District","=""1350011""","Newfield School","=""1350611""","M",36,36,100.0,36,"*","*","*","*",10,27.8,11,30.6,8,22.2,19,52.8,258
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","F",39,39,100.0,39,"*","*","*","*","*","*",21,53.8,6,15.4,27,69.2,259
"Stamford School District","=""1350011""","Rogers International School","=""1350811""","M",50,50,100.0,50,"*","*","*","*","*","*",24,48.0,10,20.0,34,68.0,263
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","F",44,44,100.0,44,"*","*",10,22.7,12,27.3,13,29.5,"*","*","*","*",229
"Stamford School District","=""1350011""","Roxbury School","=""1350911""","M",54,54,100.0,54,"*","*",8,14.8,16,29.6,20,37.0,"*","*","*","*",246
"Stamford School District","=""1350011""","Springdale School","=""1351111""","F",48,48,100.0,48,"*","*","*","*",17,35.4,15,31.3,"*","*","*","*",240
"Stamford School District","=""1350011""","Springdale School","=""1351111""","M",42,41,97.6,41,"*","*","*","*",10,24.4,20,48.8,"*","*","*","*",244
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","F",38,38,100.0,38,"*","*","*","*",10,26.3,15,39.5,"*","*","*","*",244
"Stamford School District","=""1350011""","Julia A. Stark School","=""1351211""","M",39,39,100.0,39,"*","*","*","*",11,28.2,13,33.3,"*","*","*","*",243
"Stamford School District","=""1350011""","Westover School","=""1351411""","F",49,49,100.0,49,"*","*","*","*",15,30.6,18,36.7,6,12.2,24,49.0,248
"Stamford School District","=""1350011""","Westover School","=""1351411""","M",48,48,100.0,48,"*","*","*","*",11,22.9,15,31.3,7,14.6,22,45.8,243
"Stamford School District","=""1350011""","Northeast School","=""1351811""","F",52,52,100.0,52,10,19.2,"*","*",15,28.8,16,30.8,"*","*","*","*",233
"Stamford School District","=""1350011""","Northeast School","=""1351811""","M",60,59,98.3,59,8,13.6,"*","*",14,23.7,25,42.4,"*","*","*","*",239
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""","F",41,41,100.0,41,"*","*","*","*",11,26.8,10,24.4,8,19.5,18,43.9,240
"Stamford School District","=""1350011""","Toquam Magnet School","=""1351911""","M",49,48,98.0,48,"*","*","*","*",12,25.0,18,37.5,8,16.7,26,54.2,249
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","F",53,53,100.0,53,"*","*","*","*",10,18.9,16,30.2,9,17.0,25,47.2,245
"Stamford School District","=""1350011""","Davenport Ridge School","=""1352011""","M",41,41,100.0,41,"*","*","*","*",11,26.8,17,41.5,9,22.0,26,63.4,268
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""","F",44,44,100.0,44,"*","*","*","*",13,29.5,18,40.9,6,13.6,24,54.5,251
"Stamford School District","=""1350011""","Stillmeadow School","=""1352111""","M",40,40,100.0,40,"*","*","*","*",9,22.5,15,37.5,9,22.5,24,60.0,263
"Stamford School District","=""1350011""","Hart School","=""1352211""","F",50,50,100.0,50,"*","*","*","*",6,12.0,15,30.0,18,36.0,33,66.0,267
"Stamford School District","=""1350011""","Hart School","=""1352211""","M",43,43,100.0,43,"*","*","*","*",9,20.9,16,37.2,13,30.2,29,67.4,273
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","F",23,23,100.0,23,"*","*","*","*","*","*",12,52.2,"*","*","*","*",247
"Stamford School District","=""1350011""","Scofield Middle School","=""1355711""","M",25,25,100.0,25,"*","*","*","*","*","*",13,52.0,"*","*","*","*",253
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","F",25,25,100.0,25,"*","*","*","*","*","*",6,24.0,"*","*","*","*",233
"Stamford School District","=""1350011""","Rippowam Middle School","=""1355811""","M",22,22,100.0,22,"*","*","*","*","*","*",13,59.1,"*","*","*","*",252
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","F",29,28,96.6,28,"*","*","*","*",9,32.1,10,35.7,"*","*","*","*",259
"Sterling School District","=""1360011""","Sterling Community School","=""1360311""","M",21,21,100.0,21,"*","*","*","*",6,28.6,10,47.6,"*","*","*","*",247
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","F",33,33,100.0,33,"*","*","*","*","*","*",11,33.3,10,30.3,21,63.6,269
"Stonington School District","=""1370011""","Pawcatuck Middle School","=""1375111""","M",28,28,100.0,28,"*","*","*","*","*","*",14,50.0,8,28.6,22,78.6,274
"Stonington School District","=""1370011""","Mystic Middle School","=""1375211""","F",47,46,97.9,46,"*","*",0,0.0,"*","*",20,43.5,20,43.5,40,87.0,286
